rank,hover,alpha,size,ctrl,num_props,quad_flag,distance
1,ST,14.793016148277056,0.09879402546807657,6866.003597900848,7,0,inf
1,ST,11.529739622246135,0.023061647082255842,189319.06325230317,4,0,inf
1,ST,11.661345975544029,0.023034190072549858,185665.83436464507,4,0,inf
1,ST,11.864816581033892,0.023644615102655128,153947.27366518183,4,0,0.9270669544024177
1,ST,14.42272251020451,0.09057398315055769,8474.842533422208,7,0,0.6540683466958794
1,ST,13.859732890441416,0.05102571148096769,28225.7634786216,6,0,0.5723955500364954
1,ST,13.412483885887367,0.04038287107638063,71715.8085425566,5,0,0.5300009314528786
1,ST,14.24980637149903,0.053045489969865196,25824.895484338667,6,0,0.5058657041270743
1,ST,12.826589668864624,0.03674693466701714,82330.9075287279,5,0,0.4694882325685213
1,ST,12.834709973259775,0.03674950851331033,82360.25055304941,5,0,0.3941939212749146
1,ST,14.26702502592518,0.05292245964520992,25238.827367711405,6,0,0.14932796416461952
1,ST,14.564667562406395,0.09696894749688244,6874.538251986601,7,0,0.12465783413721691
1,ST,11.862594017851428,0.023484984704162375,165669.62278682008,4,0,0.1044750336254085
1,ST,14.465023896288356,0.09078729017268736,7866.271765833458,7,0,0.09011302046502292
1,ST,14.508324896490818,0.09491919363677091,7284.168990998717,7,0,0.0870203516357971
1,ST,14.028078739512763,0.05150055461304308,27845.15988299064,6,0,0.0839022271744734
1,ST,14.553330082271465,0.0950269788801345,7136.908260993805,7,0,0.04656674656413201
1,ST,11.86250104055363,0.023384836965658493,172253.9731101757,4,0,0.04335352687521219
1,ST,14.119607085675787,0.051380943130431116,27665.74185989129,6,0,0.03273470312508463
1,ST,13.37722272886974,0.03969534796413577,73563.26199070958,5,0,0.03125678820186103
1,ST,13.393949632908942,0.04010244051288264,72577.0395878223,5,0,0.030006116991281133
1,ST,13.367063344455762,0.039209842634630634,74627.04580293503,5,0,0.0185756712859991
1,ST,11.861306942185974,0.023377329960242537,173248.37888149847,4,0,0.016182764021250944
1,ST,14.262310227801857,0.05254519231257464,25546.50395258518,6,0,0.015566549685274485
